company,count,percent
ALASKA HOUSING FINANCE CORPORATION,2,0.0
ADA Brown LLC dba Star of Texas Financial Solutions,2,0.0
APO LLC,2,0.0
"MotoRefi, Inc.",2,0.0
Keystone Credit Collections Inc.,2,0.0
Turning Point Solutions LLC,2,0.0
"PrimeLine Capital, Inc.",2,0.0
Improved Data Services LLC,2,0.0
"Meridian Financial Services, Inc.",2,0.0
"Franklin Collection Service, Inc.",2,0.0
Auto Buyers Credit LLC,2,0.0
Consumer Shield,2,0.0
Hanson Capital LLC,2,0.0
Immediate Credit Recovery,2,0.0
"Right Key Mortgage, LLC",2,0.0
Legal Alliance Network,2,0.0
TOWER MORTGAGE CORPORATION,2,0.0
ClearLine Loans LLC,2,0.0
"The Law Offices of Kenosian & Miele, LLP",2,0.0
Mortgage Vintage Inc.,2,0.0
"Reliant Home Funding, Inc",2,0.0
TDN Acquisition Corporation,2,0.0
GET A RATE LLC,2,0.0
"Boomerang Capital Partners, LLC",2,0.0
"Great Lakes Capital Management, LLC",2,0.0
"First American Solutions, LLC",2,0.0
"Liberty Finance Co., Inc.",2,0.0
"South Fork Funding, inc.",2,0.0
Clay Chapman Iwamura Pulice & Nervell,2,0.0
"AR Resources, Inc.",2,0.0
"Sunset Solutions Group, LLC",2,0.0
Eaton Group Attorneys LLC,2,0.0
"Tpls, Inc dba Auto Master",2,0.0
"Unbank Company, LLC",2,0.0
DIRECT LENDERS LLC,2,0.0
"Regional Acquisition Group, Inc.",2,0.0
"ML Credit Holdings, LLC",2,0.0
"Alliance Credit Services, Inc.",2,0.0
"CoreTitle, LLC",2,0.0
"Cypress Creek Financial, LLC",2,0.0
Law Offices of Timothy M. Sullivan,2,0.0
COMMUNITY MORTGAGE CORPORATION,2,0.0
"Lost Lake Finance, LLC",2,0.0
"Quantum3 Group, LLC",2,0.0
TriMark Financial Solutions DBA Distressed Mortgage Solutions,2,0.0
"Endeavor Capital, LLC",2,0.0
"Brightside Benefit, Inc.",2,0.0
Prime Credit Corporation,2,0.0
Intercounty Mortgage Network Corp.,2,0.0
"Security Auto Loans, Inc.",2,0.0
"Sprechman & Associates, P.A.",2,0.0
"California Business Bureau, Inc.",2,0.0
"CR-MPM, LLC dba Don Carro",2,0.0
"ZOA, LLC",2,0.0
"Carbucks of Delaware, Inc",2,0.0
"Law Offices of Timothy E. Baxter & Associates, P.C.",2,0.0
"Nationwide TFS, LLC",2,0.0
"Credit Sesame, Inc.",2,0.0
"Consuegra & Duffy, P.L.L.C.",2,0.0
"Kolter Financial Services, LLC",2,0.0
VISION ONE MORTGAGE,2,0.0
"M & S FUNDING, INC.",2,0.0
Shop Your Own Corp,2,0.0
"Wyre, Inc.",2,0.0
"HUNTER FINANCIAL GROUP, LLC",2,0.0
"Salander Enterprises, LLC",2,0.0
"Jacob Law Group, PLLC",2,0.0
East Coast Capital Corp,2,0.0
"Credit Service of Logan, Inc.",2,0.0
Car Credit Inc,2,0.0
Rocky Mountain Capital Management,2,0.0
Weinman Acquisition Group,2,0.0
GLOBAL SOLUTION BIZ LLC.,2,0.0
Albuquerque Auto Outlet,2,0.0
"Paradigm Assets, LLC",2,0.0
"Zero Parallel, LLC",2,0.0
"Town & Country Mortgage Services, INC.",2,0.0
"APPLE RECOVERY, LLC",2,0.0
Shea Mortgage Inc.,2,0.0
snw investments,2,0.0
"Silverman Theologou, LLP",2,0.0
Eastside Funding LLC,2,0.0
Investment Evolution Corporation,2,0.0
Elite Student Solutions,2,0.0
Campos Financial Corp.,2,0.0
Bonneville Billing and Collections,2,0.0
"Arbor Professional Solutions, Inc.",2,0.0
Retl Mnanagement LLC,2,0.0
"Gordon, Aylworth & Tami, P.C.",2,0.0
"LD Settlement Services, LLC",2,0.0
"Texas National Holding, LLC",2,0.0
Allied Data Corporation,2,0.0
"Accel Loans, LLC",2,0.0
"BATON ROUGE FINANCIAL SERVICES, L.L.C.",2,0.0
Foundation Realty Group,2,0.0
"Diaz Anselmo Lindberg, P.A.",2,0.0
"Law Offices of Robert J. Colclough, III",2,0.0
"MILES FUNDING, L.L.C.",2,0.0
"HomeKey Lending, LLC",2,0.0
"Imagine Home Lending, LLC",2,0.0
Home Headquarters Inc,2,0.0
"Advantage Financial Services, LLC",2,0.0
BANCO PICHINCHA MIAMI AGENCY,2,0.0
ALPHA MORTGAGE CORPORATION,2,0.0
Luna Financial LLC,2,0.0
"F.H. Cann & Associates, Inc.",2,0.0
Cycleone Financial Group,2,0.0
Universal Payment Corporation,2,0.0
"Greenlink Financial, LLC",2,0.0
"Community Loan Fund of New Jersey, Inc",2,0.0
"COMPASS MORTGAGE, INC.",2,0.0
"Complete Care, Inc.",2,0.0
GVC MORTGAGE,2,0.0
Kirkland Asset Management LLC,2,0.0
Seaside Trustee Inc.,2,0.0
VanKeef Financial LLC,2,0.0
"LENCO FINANCE OF CARENCRO, INC",2,0.0
JPL Recovery Solutions,2,0.0
"Multi-Financial Services, Inc.",2,0.0
Docuservpro dba Simple Repayment,2,0.0
Quantum Leap Mortgage Corporation,2,0.0
"Law Offices of Hayt, Hayt & Landau, LLC",2,0.0
United Credit and Collections Inc.,2,0.0
"MMRR Finance, d/b/a Cash Loans Direct",2,0.0
"Haws, Inc. d/b/a Loan House",2,0.0
REGAL CREDIT CORPORATION,2,0.0
RK Chevrolet Subaru,2,0.0
"M. Richard Epps, P.C.",2,0.0
Class AMC Intermediate,2,0.0
Nationwide Credit Corporation,2,0.0
North Dakota Housing Finance Agency,2,0.0
"Payday Loan, LLC (CA)",2,0.0
"North Georgia Loans, Inc.",2,0.0
"SMI Lending, Inc.",2,0.0
C&F MORTGAGE CORPORATION,2,0.0
RESIDENTIAL MORTGAGE CORP,2,0.0
B & B FINANCIAL SERVICES INC,2,0.0
Fast Money Loan,2,0.0
EZ Finance Company,2,0.0
"F & S Financial Marketing, Inc.",2,0.0
Pennie Mgmt LLC,2,0.0
"Keystone Funding, Inc.",2,0.0
"Good Funding, LLC",2,0.0
Loan Garden LLC,2,0.0
"Anchor Mortgage, LLC",2,0.0
Landmark Mortgage LLC,2,0.0
Montgomery County Credit Bureau,2,0.0
CASTLE ROCK,2,0.0
The Money Company,2,0.0
International Financial Management,2,0.0
"Ratchford Law Group, P.C.",2,0.0
Homestead Designation Services,2,0.0
SOFI LOCAL CORP,2,0.0
"Pitbladdo Botteron and Jarvis, LLC",2,0.0
CFS ACCEPTANCE,2,0.0
United Home Loan Services Inc.,2,0.0
"Capital Mitigation Services, LLC",2,0.0
"CLuisMortgages, LLC",2,0.0
"America's Moneyline, Inc.",2,0.0
LAGO Funding Corp.,2,0.0
"AMKO Lending, LLC",2,0.0
Genessee Financial,2,0.0
"REVERSE MORTGAGE USA, INC.",2,0.0
Aries Loans Inc,2,0.0
"Schiller & Knapp, LLP",2,0.0
Swan Financial Corporation,2,0.0
"Phelan Hallinan Diamond & Jones, LLP",2,0.0
Check Fraud Services,2,0.0
Bronstein & Weiss Arbitration,2,0.0
Roquemore Holdings LLC,2,0.0
Financial Warranty LLC,2,0.0
"COAST PROFESSIONAL, INC.",2,0.0
"Sungage Financial, LLC",2,0.0
THE MORTGAGE EXPERTS LLC,2,0.0
Obligo Inc.,2,0.0
"Creditmax Collection Agency, Inc. d/b/a Creditmax, Inc.",2,0.0
Headwaters Financial Corp.,2,0.0
Lightning Fast Finance,2,0.0
"4finance US Holding Company, Inc.",2,0.0
"Rock Creek Capital, LLC",2,0.0
"Real Title Agency, LLC",2,0.0
Creditors Bureau Associates,2,0.0
RenoFi Inc.,2,0.0
RADIUS FINANCIAL GROUP INC.,2,0.0
"Cars-N-Credit Finance, Inc.",2,0.0
The Receivable Management Services LLC,2,0.0
"Anchor Loans, Inc.",2,0.0
"Xapo, Inc.",2,0.0
"1st Capital Finance of South Carolina, Inc.",2,0.0
BOVA Financial Group LLC,2,0.0
Insta Financial,2,0.0
"SRA Associates, Inc.",2,0.0
"Critical Ideas, Inc.",2,0.0
1ST 2ND MORTGAGE CO. OF NJ INC,2,0.0
CUSO Home Lending,2,0.0
"Integrity Home Lending, LLC",2,0.0
"Blue Sky Capital Realty, Inc.",2,0.0
"Malen & Associates, p.c.",2,0.0
Metro Collection Service Inc.,2,0.0
"GVG Financial Services, Inc",2,0.0
Samsa Technologies Inc,2,0.0
"Payday Motors, Inc.",2,0.0
WESTERN OHIO MORTGAGE,2,0.0
DK Auto LLC,2,0.0
American Preferred Lending,2,0.0
NORTHSTAR FUNDING INC,2,0.0
"PIC Capital, Inc. dba Direct Home Lending",2,0.0
"All Home Lending, Inc.",2,0.0
Ripple Labs Inc.,2,0.0
"AMERICONSULTANTS, LLC",2,0.0
MBA Mortgage Services Inc.,2,0.0
ACCEPTANCE CAPITAL MORTGAGE,2,0.0
Express Cash Mart Management,2,0.0
Oak Tree Financial Inc.,2,0.0
Hughes Finance,2,0.0
"G&L Wise Financial, Inc.",2,0.0
"Snap Credit, Inc.",2,0.0
Westley Auto Inc,2,0.0
"AGS Financial, Inc",2,0.0
"F&M Mortgage Group, LLC",2,0.0
"1st Money Center, Inc., Hurst, TX Branch",2,0.0
"North Arkansas Abstract & Title Co., Inc.",2,0.0
"LICTY, INC.",2,0.0
"Argolica, LLC",2,0.0
Mullooly Jeffrey Rooney & Flynn,2,0.0
Federated Law Group,2,0.0
"PRIORITY FUNDING, LLC",2,0.0
THIRD FINANCIAL SERVICES CORP,2,0.0
Northland Group Inc,2,0.0
DEVAL LLC,2,0.0
"Aero Payments, Inc.",2,0.0
MEPCO FINANCE CORPORATION,2,0.0
Excella Recovery Group,2,0.0
"FinanceCo of Kansas, Inc",2,0.0
Markoff Law LLC,2,0.0
ALLIED SECURITY LLC,2,0.0
"Paris and Paris, LLP",2,0.0
"LifeTree Lending, LLC.",2,0.0
FS Card Inc.,2,0.0
1st Florida Lending CORP,2,0.0
"Castle Rock Mortgage, LLC",2,0.0
"Emergent Business Group, Inc.",2,0.0
"LYONS MORTGAGE SERVICES, INC.",2,0.0
Advantage Finance LLC,2,0.0
HKM and Associates,2,0.0
"New Direction, Inc",2,0.0
"McCullough Payne & Haan, LLC",2,0.0
Evergreen Financial Services Inc.,2,0.0
Allied Consumer Assistance,2,0.0
"ALLSTATE LENDING GROUP, INC",2,0.0
"Carter-Young, Inc.",2,0.0
"A & O Recovery Solutions, LLC",2,0.0
"Amerifinance, Inc.",2,0.0
"MORTGAGE EXPRESS, LLC",2,0.0
"Branson Quick Cash, Inc.",2,0.0
"Expanse Financial Technologies, Inc. f/k/a Prepaid Ventures, LTD",2,0.0
"Charter Financial Services, Inc.",2,0.0
Integrity First Financial Group,2,0.0
"Key Star Capital, LLC",2,0.0
BRIDGELOCK CAPITAL,2,0.0
Independent Finance Company LLC,2,0.0
Layfayette Funding,2,0.0
NOBLE HOME LOANS INC,2,0.0
"Rock Solid Funding, LLC",2,0.0
InvestMark Mortgage,2,0.0
"Andover Auto Sales, Inc. D.B.A. Broadway Auto Mall",2,0.0
Cash Max LLC,2,0.0
Roseth Mortgage LLC,2,0.0
CHN Housing Partners,2,0.0
"Kelsting Group, Inc.",2,0.0
American Credit Financial,2,0.0
BANKERS MORTGAGE CORPORATION,2,0.0
Integrity Group Inc,2,0.0
RESOURCE PRO,2,0.0
Securitas Financial Inc,2,0.0
WCDA WYOMING COMMUNITY DEVELOPMENT AUTHORITY,2,0.0
"Sapphire Marketing Group, Inc.",2,0.0
AMERICAN SOUTHWEST MORTGAGE CORP.,2,0.0
"Lexington Consumer Advocacy, LLC",2,0.0
Premier Lending Corp,2,0.0
"PINNACLE RECOVERY, INC.",2,0.0
"Suncoast Financial Group, LLC",2,0.0
"Rushmore Service Center, LLC",2,0.0
CapitalHut Finance,2,0.0
"HONOLULU HOMELOANS, INC.",2,0.0
"Elite Financial Services, Inc (MA)",2,0.0
"Rescue 1 Financial, LLC",2,0.0
Affiliated Acceptance Corporation,2,0.0
REARDEN S INCORPORATED,2,0.0
"Sentry Credit, Inc.",2,0.0
"Tromberg, Miller, Morris & Partners, PLLC",2,0.0
River Heights Capital LLC,2,0.0
"MPOWER Financing, Public Benefit Corporation",2,0.0
"Cliff's Finance Co., Inc.",2,0.0
"Reimer, Arnovitz, Chernek &Jeffrey Co., LPA",2,0.0
CHOICE LENDING CORP,2,0.0
"Richard B. Maner, P. C.",2,0.0
"Advantage Financial Services of Covington, LLC",2,0.0
MCT GROUP INC.,2,0.0
New Start Financial,2,0.0
"TESORO FINANCIAL, LLC",2,0.0
"AZ LENDING EXPERTS, LLC",2,0.0
"Galaxy Capital Acquisitions, LLC",2,0.0
Xpert Home Lending Inc.,2,0.0
Bella Sloan Enterprises,2,0.0
"R.A.Rogers, Inc.",2,0.0
Springboard CDFI,2,0.0
"Lawyers Title of Cincinnati, Inc.",2,0.0
"Coastal Custom Mortgage, Inc.",2,0.0
Stonebridge Lending Inc.,2,0.0
"The Finance Co, LLC",2,0.0
BEXIL AMERICAN MORTGAGE INC.,2,0.0
"SERVICE 1ST MORTGAGE, INC.",2,0.0
Heights Finance LLC,2,0.0
The Judgment Group,2,0.0
"March Motors, Inc.",2,0.0
"Shepherd Outsourcing, LLC",2,0.0
"Hexagon Collection Services, LLC",2,0.0
CONRAD CREDIT CORPORATION,2,0.0
FNZ WMS HOLDCO LLC,2,0.0
"LENDING COMPANY, INC., THE",2,0.0
"Launch Financial Group, LLC",2,0.0
Broadway Advance LLC,2,0.0
"GEORGE MASON MORTGAGE, LLC",2,0.0
"Priority 1 Lending, LLC",2,0.0
STARBOARD FINANCIAL MANAGEMENT,2,0.0
Purpose Funding Inc.,2,0.0
Seben Hospitality Investments LLC,2,0.0
TOWN & COUNTRY ACCEPTANCE CORPORATION,2,0.0
"LUMINATE HOME LOANS, INC.",2,0.0
Westwood Legal,2,0.0
Divergent Consumer Services,2,0.0
"Luno US, Inc.",2,0.0
Sky Venture Holdings LLC,2,0.0
Digital Currency Group Inc,2,0.0
"Strive Lending, Inc.",2,0.0
TMAGNUSONE Inc,2,0.0
AURORA FINANCIAL GROUP INC,2,0.0
Nelson Cruz & Associates LLC,2,0.0
AGN Auto Gallery Inc,2,0.0
"Mountain Run Solutions, LLC",2,0.0
"HarrisLoftus, PLLC",2,0.0
Range View Management LLC,2,0.0
A & E Futures LLC,2,0.0
Clayton Holdings LLC,2,0.0
Superior Settlement Services LLC,2,0.0
First Credit Corporation,2,0.0
"EML Payments USA, LLC",2,0.0
"Optimum First, Inc.",2,0.0
"PACIFIC SOUTHWEST NOTE FUND, LLC",2,0.0
"Automania, Inc",2,0.0
"US Claims Litigation Funding, LLC",2,0.0
"bitFlyer USA, Inc.",2,0.0
"Cordoba Legal Group, PLLC.",2,0.0
"Members Mortgage Services, L.L.C.",2,0.0
Zenith Financial Network Inc,2,0.0
"PREMIER HOME MORTGAGE, INC.",2,0.0
"Keypoint Mortgage, LLC",2,0.0
GETM INCORPORATED,2,0.0
"Homeland Financial Network, Inc.",2,0.0
"PacWest Credit, LTD",2,0.0
Northern Lakes Mortgage LLC,2,0.0
"Seattle Service Bureau, Inc",2,0.0
"Account Discovery Systems, LLC",2,0.0
"Frontline Financial, LLC",2,0.0
"Digital Access, LLC",2,0.0
"Oakdale Group of Companies, LLC",2,0.0
"Hiday & Ricke, P.A.",2,0.0
SECURITY HOME MORTGAGE,2,0.0
LCS FINANCIAL SERVICES CORPORATION,2,0.0
Schneiderman & Sherman P.C.,2,0.0
Homelife International Mortgage Co. Inc.,2,0.0
Julem Capital Corp,2,0.0
Recovery Management Solutions LLC,2,0.0
Loancutters Inc.,2,0.0
Starmark Financial LLC,2,0.0
Primary Financial Services L.L.C.,2,0.0
"Gillman Interests, Inc.",2,0.0
Emergi-Cash,2,0.0
"Sindeo, Inc.",2,0.0
ALLIANCE FINANCIAL RESOURCES,2,0.0
"Vinson Mortgage Services, Inc.",2,0.0
"Echelon Financial, Inc.",2,0.0
"MMG Law Group, PLLC",2,0.0
HUNT Real Estate Corporation,2,0.0
"Coastal Capital Processing, LLC",2,0.0
"NY Community Financial, LLC",2,0.0
Critical Resolution Mediation LLC,2,0.0
"American First Financial Services, Inc.",2,0.0
Blue Bay Capital,2,0.0
"Cronheim & Larsson, LLC",2,0.0
First Choice MH LLC,2,0.0
"Devon Financial Services, Inc.",2,0.0
Professional Mortgage Associates,2,0.0
Alliance Acceptance Corp.,2,0.0
Ray Skillman Westside Imports Inc,2,0.0
"Kinum, Inc., Indianapolis, IN Branch",2,0.0
Assured Financial Partners,2,0.0
"Advanced Loan Systems, LLC.",2,0.0
"ZENCO COLLECTION, LLC",2,0.0
Twin City Motors Inc,2,0.0
"Stein, Wiener & Roth, LLP",2,0.0
"ONLINE Information Services, Inc.",2,0.0
Premium Credit Bureau,2,0.0
FMS Inc.,2,0.0
Townstone Financial Inc,2,0.0
"Investment Retrievers, Inc.",2,0.0
Go Rascal Inc.,2,0.0
"FIRST NIAGARA FINANCIAL GROUP, INC.",2,0.0
Universal Recovery Corporation,2,0.0
Red Cedar Associates LLC,2,0.0
"Machol & Johannes, LLC",2,0.0
"StanleyAFE, LLC",2,0.0
Taekus Inc,2,0.0
"Selip & Stylianou, LLP",2,0.0
"Specialized Collection Systems, Inc.",2,0.0
"CommonBond, Inc.",2,0.0
Integrity First Lending LLC,2,0.0
"COMMONWEALTH MORTGAGE, LLC",2,0.0
Legacy Funding Corporation,2,0.0
"Compass Recovery Group, LLC",2,0.0
Safe Harbor Funding LLC,2,0.0
"Apelles, LLC",2,0.0
"Array US, Inc",2,0.0
"The Regional Adjustment Bureau, Incorporated",2,0.0
"Miller, Stark, Klein and Associates",2,0.0
"Magnus Title Agency, LLC",2,0.0
Dario Auto Sales,2,0.0
"Summit Mortgage Bankers, Inc",2,0.0
"Financial Triangle, Inc.",2,0.0
"Lipsky & Associates, Inc",2,0.0
"Ekimoto & Morris, a Hawaii Limited Liability Law Company",2,0.0
Blackrock Mitigation Group LLC,2,0.0
"PMAB,LLC",2,0.0
"Linear Title & Closing, Ltd",2,0.0
SinglePoint GI,2,0.0
"Strategic Funding, Inc.",2,0.0
LoanStar Home Lending,2,0.0
Kingston Data & Credit International Inc.,2,0.0
USI Solutions Inc.,2,0.0
"ALL FAMILY FINANCE, LLC",2,0.0
"GEORGETOWN MORTGAGE, INC.",2,0.0
Allen Tate Mortgage Services,2,0.0
DM Motors,2,0.0
EZ Financing Inc,2,0.0
Accessity,2,0.0
Rithm Capital Corp.,2,0.0
Paradigm Capital Group,2,0.0
Liberty Loan Co inc.,2,0.0
Approved Mortgage Corporation,2,0.0
"Platinum Holdings Group, LLC",2,0.0
SCENIC OAKS FUNDING,2,0.0
Assent Inc.,2,0.0
ASSOCIATED MORTGAGE BANKERS IN,2,0.0
Premier Lending and Real Estate,2,0.0
"A.C.S. Companies, Inc. I",2,0.0
"Professional Finance Company, Inc.",2,0.0
"Debt Direct Portfolio Management, LLC",2,0.0
Prisma Capital LLC,2,0.0
Five Lakes Agency,2,0.0
Berco Finance Corp,2,0.0
Global Recovery Group,2,0.0
"NCC Business Services, Inc.",2,0.0
Amicus Lending,2,0.0
Key Mortgage Services,2,0.0
"Arundina, LLC",2,0.0
"Healthcare Receivables Group, Inc.",2,0.0
Lexicon Title Services LLC,1,0.0
Premium Security Inc.,1,0.0
"Your Favorite Lenders, Inc",1,0.0
"RESCO, INC.",1,0.0
"Mortgage Express, Inc.",1,0.0
"Gemini Direct LLC, dba Credit Innovation Group",1,0.0
Prime Recovery LLC,1,0.0
"Douglas L. Brooks, PC",1,0.0
"One on One Mortgage loans, inc",1,0.0
"Vanguard Financial Services, Inc.",1,0.0
"McNeil & Meyers Asset Management Group, LLC",1,0.0
Carolina's Premier Mortgage Corporation,1,0.0
"Lewis, McDonnell & Associates",1,0.0
"First Service Residential, Nevada, LLC",1,0.0
"Unique Management Services, Inc",1,0.0
Money Tree Cash House llc,1,0.0
"MAS Associates, LLC",1,0.0
"Certified Credit Reporting, Inc.",1,0.0
"Heritage Finance Company, Inc.",1,0.0
UNITED ATLANTIC MORTGAGE CORP OF VIRGINIA,1,0.0
ENSURE HOME LOANS LLC,1,0.0
Bay Luxury Autos,1,0.0
"CMRE Financial Services, Inc.",1,0.0
OfferMarket,1,0.0
"Elevate Recoveries, LLC",1,0.0
"Affordable Auto Finance, Inc",1,0.0
"Marlin Mortgage Holdings, LLC",1,0.0
Loansteady LLC,1,0.0
West Forest Capital II LLC,1,0.0
"American Homestead Mortgage, LLC",1,0.0
"ROWLETT MORTGAGE LENDING, LTD",1,0.0
"Genuine Debt Solutions, LLC.",1,0.0
Leverage Lending Group LLC,1,0.0
PREMIER HOME MORTGAGE LOANS,1,0.0
"Law Offices of Nathan Lollis, LLC",1,0.0
"Law Offices of Matthew Baysinger, Inc.",1,0.0
"Maxim Lending, Corp",1,0.0
CONGRESS COLLECTION CORP,1,0.0
FIRST RATE MORTGAGE CORP,1,0.0
College Loan Corporation,1,0.0
"Capstone Funding Group, Inc.",1,0.0
Solidus Group LLC.,1,0.0
SVI Group Inc.,1,0.0
First Class Autos Inc,1,0.0
Phoenix mortgage specialist inc.,1,0.0
"Love, Beal & Nixon, P.C.",1,0.0
CURevl LLC,1,0.0
"American Collections Enterprise, Inc.",1,0.0
"VNU Group, LLC",1,0.0
"Cogent Road, Inc.",1,0.0
"Garner & Conner, PLLC",1,0.0
"Perry Law Office, P.C.",1,0.0
"STATEWIDE HOME MORTGAGE, INC",1,0.0
R&M Marketing Associates LLC,1,0.0
ACG FUNDING INC,1,0.0
"PlusFour, Inc",1,0.0
Lela Mae Portfolio Management Group,1,0.0
First Financial of Tennessee Home Loans LLC,1,0.0
"Money Investigations, Inc.",1,0.0
"Neighborhood Housing Services of Richmond, Inc",1,0.0
AMRON PROFESSIONAL SERVICES,1,0.0
Able Mortgage,1,0.0
"MACOY CAPITAL PARTNERS, INC.",1,0.0
Origen Financial Services LLC,1,0.0
KBR INC DBA RASH CURTIS & ASSOCIATES,1,0.0
"Compass Property Group, LLC",1,0.0
Home Mortgage Finance Corp,1,0.0
"Reset Financial Technologies, Inc.",1,0.0
Revela Inc,1,0.0
MILLS LTD. dba Credit Bureau of Klamath County,1,0.0
"Castle Restorations, Inc.",1,0.0
"Empire Acceptance Company, Inc.",1,0.0
Express Aviation,1,0.0
Atlas Finance LLC,1,0.0
Local Finance LLC,1,0.0
InstaLend,1,0.0
MORTGAGE EQUITY PARTNERS LLC,1,0.0
"Efinity Financial, LLC",1,0.0
"Commercial Mortgage Consultants, Inc.",1,0.0
"Klutch Technologies, Inc.",1,0.0
"Futura TItle & Escrow, LLC",1,0.0
"Rhojo Enterprises, LLC",1,0.0
"ABSOLUTE FINANCIAL SERVICES, INC",1,0.0
"National Recoveries, Inc.",1,0.0
Oplis Financial LLC,1,0.0
Changed Inc.,1,0.0
Golden State Home Loans Inc.,1,0.0
Eagle Phillips LLC,1,0.0
Centralized Business Solutions Company,1,0.0
WFI Funding Inc,1,0.0
Penrith Home Loans LLC,1,0.0
Universal Fidelity LP,1,0.0
"Advantage Plus Credit Reporting, Inc.",1,0.0
Appalachian Lending Corporation,1,0.0
"SOUTH COUNTRY CAPITAL MANAGEMENT, LLC",1,0.0
"Island Title Services, Inc.",1,0.0
Ward Kilduff Mortgage,1,0.0
"Penncro Associates, Inc.",1,0.0
"Hillcrest Capital, LLC",1,0.0
"Trident Home Loans, LLC",1,0.0
Atlantic Mortgage Direct LLC,1,0.0
READY MORTGAGE LENDERS LLC,1,0.0
Watercress Financial Group LLC,1,0.0
"Voss & Klein, LLC",1,0.0
"Fountainhead Commercial Capital, LLC",1,0.0
Triton Recovery Group,1,0.0
"Sessoms & Rogers, P.A.",1,0.0
"Global Asset Agency, Inc.",1,0.0
Meridian ARG Inc.,1,0.0
"P&B Capital Group, LLC",1,0.0
Wembley's Inc,1,0.0
JGB Management Inc.,1,0.0
"Arena Investors, LP",1,0.0
"SettlementOne Valuation, LLC",1,0.0
"Mortgage Expert, Inc. dba The Mortgage Expert",1,0.0
The Avon Group dba Wyn Financial,1,0.0
"The Winn Brown Law Firm, LLC",1,0.0
Ray Skillman Ford Inc,1,0.0
"Green & Sons Agency, Inc.",1,0.0
Priority Financial Services,1,0.0
Curo Inc.,1,0.0
Kadent Corporation,1,0.0
Northwestern Mediation Services,1,0.0
North Main Motors Inc.,1,0.0
"Kuber Financial, LLC",1,0.0
"Ciconte Wasserman Scerba & Kerrick, LLC",1,0.0
"Ikon Financial Group, LLC",1,0.0
"Access Capital Services, Inc.",1,0.0
"COLLECTION AGENCY OF THE HIGH COUNTRY,INC",1,0.0
Cash In Minutes,1,0.0
COOPERATIVA DE AHORRO Y CREDITO HATILLO,1,0.0
Universal Commercial Capital. Inc,1,0.0
Lakeland Recovery Solutions,1,0.0
"Dwight Financial, Inc.",1,0.0
JUMBO LOAN EXPERTS LLC,1,0.0
Paragon Title & Escrow Company,1,0.0
COLLECTION BUREAU INCORPORATED,1,0.0
"GUARDIAN MORTGAGE COMPANY, INC.",1,0.0
"Blatt, Hasenmiller, Leibsker & Moore, LLC",1,0.0
"THOMPSON KANE & COMPANY, LLC",1,0.0
ONEGO Inc.,1,0.0
Simplending Financial LLC,1,0.0
Inter-America Finance Corp.,1,0.0
Allies for Community Business,1,0.0
Singer Financial Corp.,1,0.0
"Clarity Debt Resolution, Inc",1,0.0
Auto Acceptance Finance LLC,1,0.0
"STAT Financial, Inc.",1,0.0
"Wilber and Associates, P.C.",1,0.0
"Lustig, Glaser & Wilson, P.C.",1,0.0
MORTGAGE 4 U LLC,1,0.0
Endpoint Resolution Services (ERS),1,0.0
"Pendrick Capital Partners Holding, LLC",1,0.0
"South West Recovery, Inc.",1,0.0
"Oz Gram Investment, Inc.",1,0.0
AltCap,1,0.0
TRI POINTE HOMES INC,1,0.0
OpenRoad Financial Services Inc,1,0.0
Unified Global Solutions LLC,1,0.0
Keystone Law LLC,1,0.0
Summit Mortgage Corporation,1,0.0
BOC Capital Corp.,1,0.0
"National Settlement Services, Inc",1,0.0
"URS Solutions, LLC",1,0.0
"M3 Mortgage Specialists, Inc",1,0.0
"SECURITY NATIONAL TITLE AND ESCROW, LLC",1,0.0
Maison Capital Group Inc,1,0.0
HomeQuest Mortgage Corporation,1,0.0
"UNITED ONE RESOURCES, INC.",1,0.0
"Eagle Creek Mortgage, LLC",1,0.0
"LIMESTONE TITLE AND ESCROW, LLC",1,0.0
"HomeTown Lending Partners, LLC",1,0.0
"Capital Financial Group, LLC of Illinois",1,0.0
"CASH, INC.",1,0.0
"MORTAGE WAREHOUSE LLC, THE",1,0.0
"Moneylink Mortgage, Inc.",1,0.0
"Palm Beach Credit Adjustors, Inc",1,0.0
HARRIS AUTOMOTIVE GROUP LLC,1,0.0
"POINT ESCROW, LLC",1,0.0
"Great State Mortgage, LLC",1,0.0
CHARTER CAPITAL CORPORATION,1,0.0
"Mortgage Professionals of Sun Valley, Incorporated",1,0.0
"DSR HOLDINGS GROUP, LLC",1,0.0
"Centennial Title Agency, Inc.",1,0.0
Mastercars Auto Group,1,0.0
Red Rock Financial of Cedar City,1,0.0
"C & M Associates Group, Inc.",1,0.0
SUMMIT TITLE SERVICES CORP.,1,0.0
"Minnesota Financial Solutions, LLC",1,0.0
Windermere Mortgage Services Series LLC,1,0.0
STEPHEN D LANDAU,1,0.0
Polk Auto Finance Inc,1,0.0
Sandalwood Solutions,1,0.0
Envision Funding Solutions,1,0.0
"MM Cooperation, Ltd Co",1,0.0
"iCore Lending, Inc.",1,0.0
Credit Bureau Services Association,1,0.0
Cornerstone Lending Group Inc.,1,0.0
"Paragon Home Loans, Inc",1,0.0
"American Cash Exchange Enterprise of Tennessee, LLC",1,0.0
"Helvey & Associates, Inc., Warsaw, IN Branch",1,0.0
Assure Home Mortgage LLC,1,0.0
